NAMED_LOCATION,PUBLIC_IP,WHOIS_OWNER,CVS_OWNER_FIELD,IN_USE,STATUS,CATEGORY,PUB_PRIV,IPAM_MATCH_TYPE,CANONICAL_LOCATION,CITY,STATE,ROUTING_DOMAIN,HERITAGE,APM_IDS,APP_ACRONYMS,PCI_DESIGNATION,EXT_ASN_ORG,EXT_PROVIDER_CATEGORY,EXT_GEO_COUNTRY,EXT_CVS_OWNED_FLAG,EXT_RISK_SCORE,EXT_IS_THREAT,EXT_IS_TOR,EXT_RISK_SIGNALS,NOTES,FW_DIRECTION,FW_RULE_STATUS,FW_RULE_ACTION,FW_PLATFORM,FW_TYPE,FW_RULE_NAMES,FW_COUNT,RULE_COUNT,CHANGE_REF,FW_POLICY_ALIGNMENT,GOVERNANCE_GAP,SECURITY_CONTEXT,SERVICE_PORT,FW_OBJECT_NAME,INTERNAL_EGRESS_FIREWALL,INTERNAL_EGRESS_CONFIDENCE,INTERNAL_APP,FIRST_SEEN
AvePoint Trusted IPs,52.179.121.95/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-AES,Cloud-IaaS,United States of America,N,30,N,N,broad_source|multi_fw_exposure|no_change_ref|no_internal_app,,Outbound,Active,allow|permit,MID-FMC-PROD-1,FMC|FTD,"268445719,268445056,inside_#15",5,5,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: AMAZON-AES; category: Cloud-IaaS; risk score: 30; signals: broad_source|multi_fw_exposure|no_change_ref|no_internal_app,",splunk_services",,,,,20260821
AvePoint Trusted IPs,52.179.121.46/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-AES,Cloud-IaaS,United States of America,N,30,N,N,broad_source|multi_fw_exposure|no_change_ref|no_internal_app,,Outbound,Active,allow|permit,MID-FMC-PROD-1,FMC|FTD,"268445719,268445056,inside_#15",5,5,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: AMAZON-AES; category: Cloud-IaaS; risk score: 30; signals: broad_source|multi_fw_exposure|no_change_ref|no_internal_app,",splunk_services",,,,,20260821
AvePoint Trusted IPs,40.114.52.70/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,MICROSOFT-CORP-MSN-AS-BLOCK,Cloud-IaaS,Malaysia,N,30,N,N,broad_source|multi_fw_exposure|no_change_ref|no_internal_app,,Outbound,Active,allow|permit,RRICMDC-SEC-MGT-PRD-PCI-01,ASA|FMC,"268458982,268459330,be_app_dmz_#416,be_app_dmz_#417,outbound_#260,outbound_#450,outbound_#451,inside_access_in_#428,app_dmz_access_in_#451,app_server_dmz_#288",3,10,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Malaysia; ASN: MICROSOFT-CORP-MSN-AS-BLOCK; category: Cloud-IaaS; risk score: 30; signals: broad_source|multi_fw_exposure|no_change_ref|no_internal_app,",Retail14073_tcp",,,,,20260821
AvePoint Trusted IPs,52.224.199.176/28,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,MICROSOFT-CORP-MSN-AS-BLOCK,SaaS,United States of America,N,15,N,N,broad_source|multi_fw_exposure|no_change_ref|no_internal_app|known_saas_provider,,Outbound,Active,allow|permit,RRICMDC-SEC-MGT-PRD-PCI-01,ASA|FMC,"268458982,268459330,be_app_dmz_#416,be_app_dmz_#417,outbound_#260,outbound_#450,outbound_#451,inside_access_in_#428,app_dmz_access_in_#451,app_server_dmz_#288",3,10,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: MICROSOFT-CORP-MSN-AS-BLOCK; category: SaaS; risk score: 15; signals: broad_source|multi_fw_exposure|no_change_ref|no_internal_app|known_saas_provider,",Retail14073_tcp",,,,,20260821
AvePoint Trusted IPs,104.45.202.0/28,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,ATT-INTERNET4,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: ATT-INTERNET4; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
AvePoint Trusted IPs,13.82.190.183/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
AvePoint Trusted IPs,20.185.152.80/28,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,MICROSOFT-CORP-MSN-AS-BLOCK,Cloud-IaaS,United Kingdom of Great Britain and Northern Ireland,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United Kingdom of Great Britain and Northern Ireland; ASN: MICROSOFT-CORP-MSN-AS-BLOCK; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
AvePoint Trusted IPs,40.71.226.186/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,,,,,,,,,,,,,,,,,,,NO ALIGNED FW POLICY FOUND,N/A - no rule to govern,No security telemetry available for this range,,,,,,
AvePoint Trusted IPs,40.71.228.143/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,,,,,,,,,,,,,,,,,,,NO ALIGNED FW POLICY FOUND,N/A - no rule to govern,No security telemetry available for this range,,,,,,
AvePoint Trusted IPs,40.71.231.226/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,,,,,,,,,,,,,,,,,,,NO ALIGNED FW POLICY FOUND,N/A - no rule to govern,No security telemetry available for this range,,,,,,
AvePoint Trusted IPs,40.71.252.48/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,,,,,,,,,,,,,,,,,,,NO ALIGNED FW POLICY FOUND,N/A - no rule to govern,No security telemetry available for this range,,,,,,
AvePoint Trusted IPs,40.85.182.31/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,MICROSOFT-CORP-MSN-AS-BLOCK,Cloud-IaaS,United Kingdom of Great Britain and Northern Ireland,N,30,N,N,broad_source|multi_fw_exposure|no_change_ref|no_internal_app,,Outbound,Active,allow|permit,RRICMDC-SEC-MGT-PRD-PCI-01,ASA|FMC,"268458982,268459330,be_app_dmz_#416,be_app_dmz_#417,outbound_#260,outbound_#450,outbound_#451,inside_access_in_#428,app_dmz_access_in_#451,app_server_dmz_#288",3,10,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United Kingdom of Great Britain and Northern Ireland; ASN: MICROSOFT-CORP-MSN-AS-BLOCK; category: Cloud-IaaS; risk score: 30; signals: broad_source|multi_fw_exposure|no_change_ref|no_internal_app,",Retail14073_tcp",,,,,20260821
AvePoint Trusted IPs,52.168.34.50/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-AES,Cloud-IaaS,United States of America,N,30,N,N,broad_source|multi_fw_exposure|no_change_ref|no_internal_app,,Outbound,Active,allow|permit,MID-FMC-PROD-1,FMC|FTD,"268445719,268445056,inside_#15",5,5,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: AMAZON-AES; category: Cloud-IaaS; risk score: 30; signals: broad_source|multi_fw_exposure|no_change_ref|no_internal_app,",splunk_services",,,,,20260821
AvePoint Trusted IPs,52.191.209.108/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-AES,Cloud-IaaS,United States of America,N,30,N,N,broad_source|multi_fw_exposure|no_change_ref|no_internal_app,,Outbound,Active,allow|permit,MID-FMC-PROD-1,FMC|FTD,"268445719,268445056,inside_#15",5,5,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: AMAZON-AES; category: Cloud-IaaS; risk score: 30; signals: broad_source|multi_fw_exposure|no_change_ref|no_internal_app,",splunk_services",,,,,20260821
AWS US East 1 - Egress Points - Cisco FTD,35.168.174.201/32,AWS,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-AES,Cloud-IaaS,United States of America,N,20,N,N,multi_fw_exposure|no_change_ref|no_internal_app,,Inbound,Active,permit,mid-fw-inetdmz-ftd-1,FTD,"268499085,268501110",4,16,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: AMAZON-AES; category: Cloud-IaaS; risk score: 20; signals: multi_fw_exposure|no_change_ref|no_internal_app,"https rule-id,",,,,,20260821
AWS US East 1 - Egress Points - Cisco FTD,23.22.107.223/32,AWS,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-AES,Cloud-IaaS,United States of America,N,50,N,N,ssh_rdp_external|broad_source|multi_fw_exposure|no_change_ref|no_internal_app,,Outbound,Active,allow|permit,MID-FMC-PROD-1,ASA|FMC|FTD,"268474964,268458766,268459130,268459154,268459156,268459157,268486484,268450137,268487835,slb_#36,slb_#27,be_app_dmz_#438,outbound_#72,outbound_#524,acl_inside_#34,inbound_#243,app_dmz_access_in_#14,app_dmz_access_in_#138,app_dmz_access_in_#299,inside_access_in_#282,inside_access_in_#304,app_dmz_access_in_#235,app_server_dmz_#88,app_server_dmz_#112,app_server_dmz_#114,app_server_dmz_#115",12,31,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: AMAZON-AES; category: Cloud-IaaS; risk score: 50; signals: ssh_rdp_external|broad_source|multi_fw_exposure|no_change_ref|no_internal_app,"https rule-id,,3434 rule-id,www rule-id,ssh rule-id,web-ports-INT_DCOM,TCP-HTTPS_,web-ports-FTD_EDCOM,UDP-1700-EGRESS,Retail05534_tcp_1,Retail16146_tcp,Retail05441_tcp_1",,,,,20260821
AWS US East 2 - Egress Points - Cisco FTD,3.21.22.120/32,AWS,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Singapore,N,30,N,N,broad_source|multi_fw_exposure|no_change_ref|no_internal_app,,Outbound,Active,allow|permit,MID-FMC-PROD-1,FMC|FTD,"268445719,268445056,inside_#15",5,5,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Singapore; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 30; signals: broad_source|multi_fw_exposure|no_change_ref|no_internal_app,",splunk_services",,,,,20260821
AWS US East 2 - Egress Points - Cisco FTD,18.190.117.38/32,AWS,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Outbound,Active,allow,RRICMDC-SEC-MGT-PRD-PCI-01,FMC,"outbound_#72,app_dmz_access_in_#14",2,2,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,"TCP-HTTPS_,",,,,,20260821
Azure - Aetna International Production Azure Data Center Static IP's,51.143.189.221/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,MICROSOFT-CORP-MSN-AS-BLOCK,Cloud-IaaS,United Kingdom of Great Britain and Northern Ireland,N,20,N,N,multi_fw_exposure|no_change_ref|no_internal_app,,Inbound,Active,allow|permit,MID-FMC-PROD-1,FMC|FTD,"268439885,268483184,268483233,268486586,268486634,outside_#29,outside_#77,outside_#27,outside_#76",7,14,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United Kingdom of Great Britain and Northern Ireland; ASN: MICROSOFT-CORP-MSN-AS-BLOCK; category: Cloud-IaaS; risk score: 20; signals: multi_fw_exposure|no_change_ref|no_internal_app,"https rule-id,,http-https",,,,,20260821
Azure - Aetna International Production Azure Data Center Static IP's,13.67.32.200/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Azure US Central- Prod Egress Points - Palo Alto FW,20.109.234.240/29,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,MICROSOFT-CORP-MSN-AS-BLOCK,SaaS,United States of America,N,5,N,N,multi_fw_exposure|no_change_ref|no_internal_app|known_saas_provider,,Inbound,Active,allow|permit,MID-FMC-PROD-1,ASA|FMC|FTD,"268491858,268445721,268444675,268443668,268440578,268440083,268500112,268499085,268483162,268483184,268483233,268483277,268501110,268500116,268486586,268486591,268486634,268486680,Tufin_14130_1,DO_NOT_TOUCH_Critical_Edge_Perimeter_Security,Imperva_allow_#1,Tufin_14130_2,outside_#29,outside_#34,outside_#77,outside_#123,outside_#5,outside_#27,outside_#76,outside_#120",14,73,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: MICROSOFT-CORP-MSN-AS-BLOCK; category: SaaS; risk score: 5; signals: multi_fw_exposure|no_change_ref|no_internal_app|known_saas_provider,",https rule-id,HTTPS,HTTP|openstack_INC9310279_ports,http-https,HTTP,HTTP|HTTPS|Vordel_Ports-TCP|obj_tcp_11083|obj_tcp_11098|obj_tcp_8065,HTTPS|HTTP|Grp_Ext_ports,HTTPS|HTTP|vordel_chat_ports",,,,,20260821
Azure US Central- Prod Egress Points - Palo Alto FW,20.9.102.224/29,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,MICROSOFT-CORP-MSN-AS-BLOCK,SaaS,United States of America,N,5,N,N,multi_fw_exposure|no_change_ref|no_internal_app|known_saas_provider,,Inbound,Active,allow|permit,MID-FMC-PROD-1,ASA|FMC|FTD,"268491858,268445721,268444675,268443668,268440578,268440083,268500112,268499085,268500114,268500113,268483162,268483184,268483233,268483277,268501110,268500115,268500116,268486586,268486591,268486634,268486680,Tufin_14130_1,DO_NOT_TOUCH_Critical_Edge_Perimeter_Security,Imperva_allow_#1,Tufin_14130_2,outside_#29,outside_#34,outside_#77,outside_#123,Tufin_14130_3,outside_#5,outside_#27,outside_#76,outside_#120",14,82,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: MICROSOFT-CORP-MSN-AS-BLOCK; category: SaaS; risk score: 5; signals: multi_fw_exposure|no_change_ref|no_internal_app|known_saas_provider,",https rule-id,HTTPS,HTTP|openstack_INC9310279_ports,http-https,HTTP,HTTP|HTTPS|Vordel_Ports-TCP|obj_tcp_11083|obj_tcp_11098|obj_tcp_8065,HTTPS|HTTP|Grp_Ext_ports,HTTPS|HTTP|vordel_chat_ports",,,,,20260821
Azure US East - NonProd Egress Points - Palo Alto FW,20.10.243.96/29,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,MICROSOFT-CORP-MSN-AS-BLOCK,SaaS,United States of America,N,5,N,N,multi_fw_exposure|no_change_ref|no_internal_app|known_saas_provider,,Inbound,Active,allow|permit,MID-FMC-PROD-1,FMC|FTD,"268445721,268444675,268443668,268440578,268440083,268499085,268483162,268483184,268483233,268483277,268501110,268486586,268486591,268486634,268486680,DO_NOT_TOUCH_Critical_Edge_Perimeter_Security,Imperva_allow_#1,outside_#29,outside_#34,outside_#77,outside_#123,outside_#5,outside_#27,outside_#76,outside_#120",7,56,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: MICROSOFT-CORP-MSN-AS-BLOCK; category: SaaS; risk score: 5; signals: multi_fw_exposure|no_change_ref|no_internal_app|known_saas_provider,",https rule-id,HTTP|openstack_INC9310279_ports,HTTPS,http-https,HTTP",,,,,20260821
Azure US East - NonProd Egress Points - Palo Alto FW,20.10.243.224/29,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,MICROSOFT-CORP-MSN-AS-BLOCK,SaaS,United States of America,N,5,N,N,multi_fw_exposure|no_change_ref|no_internal_app|known_saas_provider,,Inbound,Active,allow|permit,MID-FMC-PROD-1,FMC|FTD,"268445721,268444675,268443668,268440578,268440083,268499085,268483162,268483184,268483233,268483277,268501110,268486586,268486591,268486634,268486680,DO_NOT_TOUCH_Critical_Edge_Perimeter_Security,Imperva_allow_#1,outside_#29,outside_#34,outside_#77,outside_#123,outside_#5,outside_#27,outside_#76,outside_#120",7,56,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: MICROSOFT-CORP-MSN-AS-BLOCK; category: SaaS; risk score: 5; signals: multi_fw_exposure|no_change_ref|no_internal_app|known_saas_provider,",https rule-id,HTTP|openstack_INC9310279_ports,HTTPS,http-https,HTTP",,,,,20260821
Azure US East/Central - SecureHub Egress Points - Azure FW,52.247.76.243/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,MICROSOFT-CORP-MSN-AS-BLOCK,SaaS,United States of America,N,15,N,N,broad_source|multi_fw_exposure|no_change_ref|no_internal_app|known_saas_provider,,Outbound,Active,allow|permit,RRICMDC-SEC-MGT-PRD-PCI-01,ASA|FMC,"268458982,268459330,be_app_dmz_#416,be_app_dmz_#417,outbound_#260,outbound_#450,outbound_#451,inside_access_in_#428,app_dmz_access_in_#451,app_server_dmz_#288",3,10,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: MICROSOFT-CORP-MSN-AS-BLOCK; category: SaaS; risk score: 15; signals: broad_source|multi_fw_exposure|no_change_ref|no_internal_app|known_saas_provider,",Retail14073_tcp",,,,,20260821
Azure US East/Central - SecureHub Egress Points - Azure FW,52.177.80.147/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-AES,Cloud-IaaS,United States of America,N,30,N,N,broad_source|multi_fw_exposure|no_change_ref|no_internal_app,,Outbound,Active,allow|permit,MID-FMC-PROD-1,FMC|FTD,"268445719,268445056,inside_#15",5,5,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: AMAZON-AES; category: Cloud-IaaS; risk score: 30; signals: broad_source|multi_fw_exposure|no_change_ref|no_internal_app,",splunk_services",,,,,20260821
Azure US East/Central - SecureHub Egress Points - Azure FW,52.167.191.98/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-AES,Cloud-IaaS,United States of America,N,30,N,N,broad_source|multi_fw_exposure|no_change_ref|no_internal_app,,Outbound,Active,allow|permit,MID-FMC-PROD-1,FMC|FTD,"268445719,268445056,inside_#15",5,5,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: AMAZON-AES; category: Cloud-IaaS; risk score: 30; signals: broad_source|multi_fw_exposure|no_change_ref|no_internal_app,",splunk_services",,,,,20260821
Azure US East/Central - SecureHub Egress Points - Azure FW,20.62.89.149/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,MICROSOFT-CORP-MSN-AS-BLOCK,Cloud-IaaS,United Kingdom of Great Britain and Northern Ireland,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United Kingdom of Great Britain and Northern Ireland; ASN: MICROSOFT-CORP-MSN-AS-BLOCK; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Azure US East/Central - SecureHub Egress Points - Azure FW,52.177.104.126/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-AES,Cloud-IaaS,United States of America,N,30,N,N,broad_source|multi_fw_exposure|no_change_ref|no_internal_app,,Outbound,Active,allow|permit,MID-FMC-PROD-1,FMC|FTD,"268445719,268445056,inside_#15",5,5,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: AMAZON-AES; category: Cloud-IaaS; risk score: 30; signals: broad_source|multi_fw_exposure|no_change_ref|no_internal_app,",splunk_services",,,,,20260821
Azure US East/Central - SecureHub Egress Points - Azure FW,52.179.236.89/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-AES,Cloud-IaaS,United States of America,N,30,N,N,broad_source|multi_fw_exposure|no_change_ref|no_internal_app,,Outbound,Active,allow|permit,MID-FMC-PROD-1,FMC|FTD,"268445719,268445056,inside_#15",5,5,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: AMAZON-AES; category: Cloud-IaaS; risk score: 30; signals: broad_source|multi_fw_exposure|no_change_ref|no_internal_app,",splunk_services",,,,,20260821
Azure US East/Central - SecureHub Egress Points - Azure FW,20.190.254.206/32,Microsoft,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,MICROSOFT-CORP-MSN-AS-BLOCK,SaaS,United States of America,N,20,N,N,permit_any_service|broad_source|no_change_ref|no_internal_app|known_saas_provider,,Outbound,Active,permit,PAZSHDC-SEC-INT-TAP-01,ASA,outside_in,1,1,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: MICROSOFT-CORP-MSN-AS-BLOCK; category: SaaS; risk score: 20; signals: permit_any_service|broad_source|no_change_ref|no_internal_app|known_saas_provider,,,,,,20260821
