NAMED_LOCATION,PUBLIC_IP,WHOIS_OWNER,CVS_OWNER_FIELD,IN_USE,STATUS,CATEGORY,PUB_PRIV,IPAM_MATCH_TYPE,CANONICAL_LOCATION,CITY,STATE,ROUTING_DOMAIN,HERITAGE,APM_IDS,APP_ACRONYMS,PCI_DESIGNATION,EXT_ASN_ORG,EXT_PROVIDER_CATEGORY,EXT_GEO_COUNTRY,EXT_CVS_OWNED_FLAG,EXT_RISK_SCORE,EXT_IS_THREAT,EXT_IS_TOR,EXT_RISK_SIGNALS,NOTES,FW_DIRECTION,FW_RULE_STATUS,FW_RULE_ACTION,FW_PLATFORM,FW_TYPE,FW_RULE_NAMES,FW_COUNT,RULE_COUNT,CHANGE_REF,FW_POLICY_ALIGNMENT,GOVERNANCE_GAP,SECURITY_CONTEXT,SERVICE_PORT,FW_OBJECT_NAME,INTERNAL_EGRESS_FIREWALL,INTERNAL_EGRESS_CONFIDENCE,INTERNAL_APP,FIRST_SEEN
OSH Office and Clinic Locations,75.148.159.29/32,Reassigned to H AND H MEDICAL SERVICES,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,ATT-INTERNET4,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: ATT-INTERNET4; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,75.149.214.61/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,ATT-INTERNET4,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: ATT-INTERNET4; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,75.149.92.109/32,Reassigned to Superior Engineering- LLC,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,ATT-INTERNET4,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: ATT-INTERNET4; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,75.150.222.117/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,ATT-INTERNET4,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: ATT-INTERNET4; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,75.150.239.117/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,ATT-INTERNET4,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: ATT-INTERNET4; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,75.151.209.213/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,ATT-INTERNET4,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: ATT-INTERNET4; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,75.151.28.169/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,ATT-INTERNET4,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: ATT-INTERNET4; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,75.99.21.226/32,Oak Street Health,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,ATT-INTERNET4,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: ATT-INTERNET4; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,76.190.55.218/32,Oak Street Health,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,BRSPD-PUBLIC,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: BRSPD-PUBLIC; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,76.248.72.60/32,"listed as ""private customer""",,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,BRSPD-PUBLIC,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: BRSPD-PUBLIC; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,76.248.72.61/32,"listed as ""private customer""",,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,BRSPD-PUBLIC,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: BRSPD-PUBLIC; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.10.146.42/32,Charter,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.10.155.122/32,Charter,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.35.147.170/32,Charter,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.36.24.118/32,Charter,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.56.113.138/32,Oak Street Health,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.57.42.34/32,Oak Street Health,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.64.1.137/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.64.123.125/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.64.135.121/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.65.71.65/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.66.111.205/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.66.159.133/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.66.38.141/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.68.194.189/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.69.131.157/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.70.100.209/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.70.112.89/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.70.8.21/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.71.143.133/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.73.73.45/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.74.134.233/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.74.220.193/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.75.44.157/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.77.111.165/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.78.238.213/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.79.1.181/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
OSH Office and Clinic Locations,96.79.12.108/32,Comcast,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,AMAZON-02,Cloud-IaaS,Australia,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: Australia; ASN: AMAZON-02; category: Cloud-IaaS; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
